name,address,url
駒沢オリンピック公園テニスコート,東京都世田谷区駒沢1-1,https://www.tef.or.jp/kopgp/tennis/
光が丘公園テニスコート,東京都練馬区光が丘4-1-1,https://www.tokyo-park.or.jp/park/hikarigaoka/index.html
舎人公園テニスコート,東京都足立区舎人1-1,https://www.tokyo-park.or.jp/park/toneri/facility/index.html
西葛西テニスコート,東京都江戸川区西葛西8-17-1,https://www.city.edogawa.tokyo.jp/e028/kuseijoho/gaiyo/shisetsuguide/bunya/sportsshisetsu/tennis/nishikasaitennis.html
小金井公園テニスコート,東京都小金井市貫井北町3-14-1,https://www.city.koganei.lg.jp/kurashi/455/shiryo/tenisukoutozyou.html
野川公園テニスコート,東京都三鷹市大沢6-4-1,https://www.city.mitaka.lg.jp/c_service/017/017503.html
府中の森公園テニスコート,東京都府中市浅間町1-3-1,https://www.tokyo-park.or.jp/park/fuchunomori/index.html
夢の島公園テニスコート,東京都江東区夢の島1-1-2,https://www.di-ksp.jp/facility/reservation
